Nodes,Edges,Latitude,Longitude
"Key Laboratory of Semiconductor Materials Science and the Beijing Key Laboratory of Low Dimensional Semiconductor Materials and Devices, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China","School of Engineering, University of Glasgow, Glasgow, U.K.",39.9057136,116.3912972
"Key Laboratory of Semiconductor Materials Science and the Beijing Key Laboratory of Low Dimensional Semiconductor Materials and Devices, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China","Bright Photonics BV, Maarssen, The Netherlands",39.9057136,116.3912972
"Key Laboratory of Semiconductor Materials Science and the Beijing Key Laboratory of Low Dimensional Semiconductor Materials and Devices, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China","State Key Laboratory for Mesoscopic Physics, School of Physics, Peking University, Beijing, China",39.9057136,116.3912972
"College of Optics and Photonics/Center of Research and Education in Optics and Lasers (CREOL) and Florida Photonics Center of Excellence (FPCE), University of Central Florida, Orlando, FL, USA",,27.7567667,-81.4639835
"Microelectronics Research Center, University of Texas, Austin, Austin, TX, USA",,31.2638905,-98.5456116
"Sensor Technology Research Centre, University of Sussex, Brighton, Falmer, U.K","Faculty of Engineering, Free University of Bozen-Bolzano, Bozen-Bolzano, Italy",50.86879845,-0.0688139044530669
"Sensor Technology Research Centre, University of Sussex, Brighton, Falmer, U.K","Department of Physics, Informatics, and Mathematics, University of Modena and Reggio Emilia, Modena, Italy",50.86879845,-0.0688139044530669
"Faculty of Engineering, Free University of Bozen-Bolzano, Bozen-Bolzano, Italy","Sensor Technology Research Centre, University of Sussex, Brighton, Falmer, U.K",46.9375782,11.1596459
"Faculty of Engineering, Free University of Bozen-Bolzano, Bozen-Bolzano, Italy","Department of Physics, Informatics, and Mathematics, University of Modena and Reggio Emilia, Modena, Italy",46.9375782,11.1596459
"Department of Physics, Informatics, and Mathematics, University of Modena and Reggio Emilia, Modena, Italy","Faculty of Engineering, Free University of Bozen-Bolzano, Bozen-Bolzano, Italy",44.5384728,10.93596087053074
"Department of Physics, Informatics, and Mathematics, University of Modena and Reggio Emilia, Modena, Italy","Sensor Technology Research Centre, University of Sussex, Brighton, Falmer, U.K",44.5384728,10.93596087053074
"Research and Development Center for Solid State Lighting, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China","Beijing Engineering Research Center for the Third Generation Semiconductor Materials and Application, Beijing, China",39.9057136,116.3912972
"Beijing Engineering Research Center for the Third Generation Semiconductor Materials and Application, Beijing, China","R&D Center for Semiconductor Lighting, Chinese Academy of Sciences, Beijing, China",39.9057136,116.3912972
"Beijing Engineering Research Center for the Third Generation Semiconductor Materials and Application, Beijing, China","Research and Development Center for Solid State Lighting, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",39.9057136,116.3912972
"Department of Physics and Inter-University Semiconductor Research Center ISRC, Seoul National University, Seoul, South Korea","Department of Physics, Seoul National University, Seoul, South Korea",37.5666791,126.9782914
"Department of Physics, Seoul National University, Seoul, South Korea","Department of Physics and Inter-University Semiconductor Research Center ISRC, Seoul National University, Seoul, South Korea",37.5666791,126.9782914
"Chinese Academy of Sciences, Institute of Semiconductors, Beijing, China",,39.9057136,116.3912972
"State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China","School of Physics, Southwest University, Chongqing, China",32.0615513,118.7915619
"State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China","Key Laboratory of Semiconductor Materials Science, Institute of Semiconductors, Chinese Academy of Science, Beijing, China",32.0615513,118.7915619
"State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China","School of Electronics and Information Engineering, Sichuan University, Chengdu, China",32.0615513,118.7915619
"Key Laboratory of Semiconductor Materials Science, Institute of Semiconductors, Chinese Academy of Science, Beijing, China","State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China",39.9057136,116.3912972
"Key Laboratory of Semiconductor Materials Science, Institute of Semiconductors, Chinese Academy of Science, Beijing, China","School of Physics, Southwest University, Chongqing, China",39.9057136,116.3912972
"School of Physics, Southwest University, Chongqing, China","State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China",29.5656729,106.5479189
"School of Physics, Southwest University, Chongqing, China","Key Laboratory of Semiconductor Materials Science, Institute of Semiconductors, Chinese Academy of Science, Beijing, China",29.5656729,106.5479189
"School of Physics, Southwest University, Chongqing, China","School of Electronics and Information Engineering, Sichuan University, Chengdu, China",29.5656729,106.5479189
"Nano-Integrated Circuit Engineering, National Cheng Kung University, Tainan, Taiwan","Department of Photonics, National Cheng Kung University, Tainan, Taiwan",22.9912348,120.184982
"Nano-Integrated Circuit Engineering, National Cheng Kung University, Tainan, Taiwan","Department of Electrical Engineering, Yuan Ze University, Taoyuan, Taiwan",22.9912348,120.184982
"Department of Electrical Engineering, Yuan Ze University, Taoyuan, Taiwan","Nano-Integrated Circuit Engineering, National Cheng Kung University, Tainan, Taiwan",24.9929995,121.3010003
"Department of Electrical Engineering, Yuan Ze University, Taoyuan, Taiwan","Department of Photonics, National Cheng Kung University, Tainan, Taiwan",24.9929995,121.3010003
"Department of Photonics, National Cheng Kung University, Tainan, Taiwan","Nano-Integrated Circuit Engineering, National Cheng Kung University, Tainan, Taiwan",22.9912348,120.184982
"Department of Photonics, National Cheng Kung University, Tainan, Taiwan","Department of Electrical Engineering, Yuan Ze University, Taoyuan, Taiwan",22.9912348,120.184982
"Semiconductor Research and Development Center, IBM Microelectronics, Hopewell Junction, NY, USA","School of Electrical Engineering and Computer Science, University of Central Florida, Orlando, FL, USA",43.1561681,-75.8449946
"School of Electrical Engineering and Computer Science, University of Central Florida, Orlando, FL, USA","Advanced Power Semiconductor Development Group, Toshiba Corporation, Kawasaki, Japan",27.7567667,-81.4639835
"School of Electrical Engineering and Computer Science, University of Central Florida, Orlando, FL, USA","Semiconductor Research and Development Center, IBM Microelectronics, Hopewell Junction, NY, USA",27.7567667,-81.4639835
"Assembly and Test Technology Development, Intel Corporation, Chandler, AZ, USA",,34.395342,-111.763275
"School of Materials Engineering, Nanyang Technological University, Singapore","National Key Laboratory on High Power Semiconductor Lasers, Changchun University of Science and Technology, Changchun, China",1.3484104,103.68293320728536
"National Key Laboratory on High Power Semiconductor Lasers, Changchun University of Science and Technology, Changchun, China","School of Materials Engineering, Nanyang Technological University, Singapore",43.8844201,125.3180998
"Department of Electrical Engineering, Arizona State University, Tempe, AZ, USA","Department of Manufacturing and Aeronautical Engineering, Arizona State University, Mesa, AZ, USA",34.395342,-111.763275
"Department of Manufacturing and Aeronautical Engineering, Arizona State University, Mesa, AZ, USA","Department of Electrical Engineering, Arizona State University, Tempe, AZ, USA",34.395342,-111.763275
"Sony Semiconductor Corporation, Kikuchi, Japan","Department of Systems Science, Kyoto University, Kyoto, Japan",32.9798234,130.8131987
"Department of Systems Science, Kyoto University, Kyoto, Japan","Sony Semiconductor Corporation, Kikuchi, Japan",35.021041,135.7556075
"Department of Industrial and Management Engineering, Pohang University of Science and Technology, Pohang, South Korea","Semiconductor Research and Development Center, Samsung Electronics Company Ltd., Hwaseong, South Korea",36.0189315,129.3429384
"Semiconductor Research and Development Center, Samsung Electronics Company Ltd., Hwaseong, South Korea","Department of Industrial and Management Engineering, Pohang University of Science and Technology, Pohang, South Korea",37.1994653,126.8312632
"Aixtron AG, Aachen, Germany",,50.776351,6.083862
"Department of Electrical Engineering, Princeton University, Princeton, NJ, USA",,40.0757384,-74.4041622
"Mechanical and Nuclear Engineering Department, Kansas State University, Manhattan, KS, USA","Mechanical and Nuclear Engineering Department and the Semiconductor Materials and Radiological Technologies (S.M.A.R.T.) Laboratory, Kansas State University, Manhattan, KS, USA",38.27312,-98.5821872
"Mechanical and Nuclear Engineering Department and the Semiconductor Materials and Radiological Technologies (S.M.A.R.T.) Laboratory, Kansas State University, Manhattan, KS, USA","Mechanical and Nuclear Engineering Department, Kansas State University, Manhattan, KS, USA",38.27312,-98.5821872
"Science and Technology Division, Corning, Inc.orporated, Corning, NY, USA",,43.1561681,-75.8449946
"Department of Electrical and Computer Engineering, Ohio State University, Columbus, OH, USA","Memory Division, Samsung Electronics Company, Suwon, Korea",40.2253569,-82.6881395
"Department of Electrical and Computer Engineering, Ohio State University, Columbus, OH, USA","Data Science Institute, Bournemouth University, Poole, U.K.",40.2253569,-82.6881395
"Memory Division, Samsung Electronics Company, Suwon, Korea","Department of Electrical and Computer Engineering, Ohio State University, Columbus, OH, USA",37.2633325,127.0287472
"Memory Division, Samsung Electronics Company, Suwon, Korea","Data Science Institute, Bournemouth University, Poole, U.K.",37.2633325,127.0287472
"Data Science Institute, Bournemouth University, Poole, U.K.","Memory Division, Samsung Electronics Company, Suwon, Korea",50.7179472,-1.981521
"Data Science Institute, Bournemouth University, Poole, U.K.","Department of Electrical and Computer Engineering, Ohio State University, Columbus, OH, USA",50.7179472,-1.981521
"AIXTRON SE, Herzogenrath, Germany","Lado Jibuti are with the Institute of Micro and Nanoelectronics, Tbilisi, Georgia",50.8684545,6.0950514
"AIXTRON SE, Herzogenrath, Germany","Applied Semiconductor Technology, Tbilisi State University, Tbilisi, Georgia",50.8684545,6.0950514
"Applied Semiconductor Technology, Tbilisi State University, Tbilisi, Georgia","AIXTRON SE, Herzogenrath, Germany",41.6934591,44.8014495
"Applied Semiconductor Technology, Tbilisi State University, Tbilisi, Georgia","Lado Jibuti are with the Institute of Micro and Nanoelectronics, Tbilisi, Georgia",41.6934591,44.8014495
"Lado Jibuti are with the Institute of Micro and Nanoelectronics, Tbilisi, Georgia","AIXTRON SE, Herzogenrath, Germany",41.6934591,44.8014495
"Lado Jibuti are with the Institute of Micro and Nanoelectronics, Tbilisi, Georgia","Applied Semiconductor Technology, Tbilisi State University, Tbilisi, Georgia",41.6934591,44.8014495
"Key Laboratory of Solid State Optoelectronics Information Technology, Institute of Semiconductors, and the State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China","Key Laboratory of Solid State Optoelectronics Information Technology, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",39.9057136,116.3912972
"Key Laboratory of Solid State Optoelectronics Information Technology, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China","Key Laboratory of Solid State Optoelectronics Information Technology, Institute of Semiconductors, and the State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",39.9057136,116.3912972
