Title,Author(s),Journal,Year,# times Cited (Papers),# times Cited (Patents),URL,Affiliations,Countries,Abstract
Diode-Pumped Organic Semiconductor Microcone Laser,"[""S\u00f6nke Klinkhammer"", ""Tobias Grossmann"", ""Karl L\u00fcll"", ""Mario Hauser"", ""Christoph Vannahme"", ""Timo Mappes"", ""Heinz Kalt"", ""Uli Lemmer""]",IEEE Photonics Technology Letters,2011,11,0,https://ieeexplore.ieee.org/document/5708166/,"[""Karlsruhe Institute for Technology (KIT), Institute for Microstructure Technology, Karlsruhe, Germany"", ""Karlsruhe Institute for Technology (KIT), Light Technology Institute (LTI), Karlsruhe, Germany"", ""Karlsruhe Institute for Technology (KIT), Institut f\u00fcr Angewandte Physik, Karlsruhe, Germany""]","[""Germany""]","We report laser action from conical polymeric microcavities. A thin film of the organic semiconductor tris(8-hydroxyquinoline) aluminum (Alq 3 ) doped with the laser dye 4-dicyanmethylene-2-methyl-6-(p-dimethylaminostyryl)-4H-pyran (DCM) on top of the microcones enables low-threshold lasing when pumped with a conventional blu-ray laser diode. This combination might pave the way towards compact, low-cost integrated laser-based sensing systems."
The Role of the Fermi Level Pinning in Gate Tunable Graphene-Semiconductor Junctions,"[""Ferney A. Chaves"", ""David Jim\u00e9nez""]",IEEE Transactions on Electron Devices,2016,8,0,https://ieeexplore.ieee.org/document/7582491/,"[""Departament d\u2019Enginyeria Electr\u00f2nica, Escola d\u2019Enginyeria, Universitat Aut\u00f2noma de Barcelona, Bellaterra, Spain""]","[""Spain""]","Graphene-based transistors relying on a conventional structure cannot switch properly because of the absence of an energy gap in graphene. To overcome this limitation, a barristor device was proposed, whose operation is based on the modulation of the graphene-semiconductor (GS) Schottky barrier by means of a top gate, and demonstrating an ON-OFF current ratio up to 10 5 . Such a large number is likely due to the realization of an ultraclean interface with virtually no interface trapped charge. However, it is indeed technologically relevant to know the impact that the interface trapped charges might have on the barristor's electrical properties. We have developed a physics-based model of the gate tunable GS heterostructure where nonidealities, such as Fermi level pinning and a “bias-dependent barrier lowering effect” have been considered. Using the model, we have made a comprehensive study of the barristor's expected digital performance."
An InP-Based Optical Equalizer Monolithically Integrated With a Semiconductor Optical Amplifier,"[""Ashish Bhardwaj"", ""Nick Sauer"", ""Lawrence Buhl"", ""Weiguo Yang"", ""Liming Zhang"", ""David T. Neilson""]",IEEE Photonics Technology Letters,2007,7,0,https://ieeexplore.ieee.org/document/4303158/,"[""Department of Electrical and Computer Engineering, University of California, Santa Barbara, CA, USA"", ""Bell Laboratories, Holmdel, NJ, USA""]","[""United States""]",We present the first optical equalizer realized on Indium Phosphide material that is also monolithically integrated with a semiconductor optical amplifier. We show that the device can mitigate inter-symbol interference arising from narrowband optical filtering of 40-Gb/s non-return-to-zero data. Significant improvement in the measured bit-error rates after optical equalization of the filtered signal is reported. It is shown that the device can also mitigate the impairments arising from residual chirp and electrical filtering in the transmitter and receiver.
A high-Q wavelength filter based on buried heterostructure ring resonators integrated with a semiconductor optical amplifier,"[""S.J. Choi"", ""Zhen Peng"", ""Qi Yang"", ""Eui Hyun Hwang"", ""P.D. Dapkus""]",IEEE Photonics Technology Letters,2005,6,1,https://ieeexplore.ieee.org/document/1512286/,"[""Department of Electrical Engineering-Electrophysics, University of Southern California, Los Angeles, CA, USA""]","[""United States""]","We demonstrate a very high quality (Q) factor wavelength filter based on a buried heterostructure (BH) microresonator platform technology. A 200-μm-radius BH ring resonator is integrated with a semiconductor optical amplifier (SOA) using offset quantum wells for loss-cancellation. The resonator is operated near critical coupling at I/sub SOA/=29 mA, which yields a coupling-limited Q of 2.0×10 5 with an extinction of -26 dB at the resonant wavelength."
Ultrasonic Assisted Mist Chemical Vapor Deposition Deposited MgO for AlGaNGaN Metal-Insulator-Semiconductor Ultraviolet Photodetector,"[""Han-Yin Liu"", ""Ching-Sung Lee"", ""Guan-Jyun Liu"", ""Ruei-Chin Huang""]",IEEE Sensors Letters,2017,5,0,https://ieeexplore.ieee.org/document/7894214/,"[""Department of Electronic Engineering, Feng Chia University, Taichung, Taiwan""]","[""Taiwan""]","This work uses an ultrasonic assisted mist chemical vapor deposition (UAM-CVD) technique to deposit the MgO film of 10nm as the insulator layer of the AlGaNGaN metal-insulator-semiconductor (MIS) ultraviolet photodetector. The illumination area was designed to be 0.47 mm 2 . The thickness of the MgO film is confirmed by transmission electron microscopy (TEM). The optical characteristics of the MgO film like refractive index, extinction coefficient, and optical transmittance are characterized by the ellipsometer and the UVVISIR spectrometer. The dark current of the MIS photodetector is 5.03pA, which is much lower than the Schottky barrier photodetector of 4.23nA. The MIS photodetector shows higher internal photoconductive gain compared to the Schottky barrier photodetector. Therefore, the MIS photodetector has high photoresponsivity of 0.44AW (360nm). Such high responsivity gives the MIS photodetector a low noise equivalent power of 3.83 10 12 W (360 nm) and high detectivity of 1.79 × 10 10 Jones (360 nm)."
Ultrahigh-Frequency Microwave Phase Shifts Mediated by Ultrafast Dynamics in Quantum-Dot Semiconductor Optical Amplifiers,"[""Yaohui Chen"", ""Jesper Mork""]",IEEE Photonics Technology Letters,2010,4,0,https://ieeexplore.ieee.org/document/5447812/,"[""DTU Fotonik, Department of Photonics Engineering, Technical University of Denmark, Kongens Lyngby, Denmark""]","[""Denmark""]",We present a novel scheme to achieve tunable microwave phase shifts at frequencies exceeding 100 GHz based on wavelength conversion induced by high-speed cross-gain modulation in quantum-dot semiconductor optical amplifiers.
A Gate Bias and Temperature Dependencies of Contact Resistances in Amorphous Oxide Semiconductor Thin-Film Transistors,"[""Sungsik Lee""]",IEEE Access,2021,0,0,https://ieeexplore.ieee.org/document/9648159/,"[""Department of Electronics Engineering, Pusan National University, Pusan, Republic of Korea""]","[""South Korea""]","In this paper, we discuss a gate bias and temperature dependencies of contact resistances in amorphous oxide semiconductor (AOS) thin-film transistors (TFTs) while developing a respective model for it. Here, it is found that the contact resistance is a function of the gate bias following a power law. In this power-law function, the scaling factor and exponent have temperature dependencies based on their Arrhenius relations, respectively. These are retrieved from experimental results of bias and temperature-dependent electrical characteristics of the fabricated In-Ga-Zn-O TFTs with two channel lengths, such as transfer characteristics measured for different temperatures. Since the contact resistance as a dominant parasitic-element plays an important role in the AOS TFT operation, the presented model could be a key for an accurate compact TFT model where a gate bias and temperature dependencies are essential."
Ultraviolet Detector Based on $\hbox{SrZr}_{0.1} \hbox{Ti}_{0.9}\hbox{O}_{3}$ Film,"[""Min Zhang"", ""Yu Chen"", ""Haifeng Zhang"", ""Weiyou Chen"", ""Kaibo Lv"", ""Shengping Ruan""]",IEEE Electron Device Letters,2013,4,0,https://ieeexplore.ieee.org/document/6412714/,"[""State Key Laboratory on Integrated Optoelectronics, Jilin University, Changchun, China""]","[""China""]","In this letter, a nanocrystalline SrZr 0.1 Ti 0.9 O 3 thin film was synthesized by sol-gel method and characterized by means of X-ray diffraction, X-ray photoelectron spectroscopy, atomic force microscopy, and UV-visible absorption spectra. Interdigitated Au electrodes were deposited on the film to fabricate metal-semiconductor-metal ultraviolet photodetector. At 5-V bias, the dark current of the device was 41 pA. Under the irradiation of 260-nm UV light, peak responsivity of 94 mA/W was achieved, which was higher than that of pure SrTiO 3 -based photodetectors. The higher responsivity of the SrZr 0.1 Ti 0.9 O 3 device may be due to the introduction of zirconia, which would induce more oxygen vacancies. The UV/visible rejection ratio R 260 nm/R 380 nm was more than three orders of magnitude, indicating excellent sensitivity. The rise time and fall time of the device were 3.8 and 565 ms, respectively."
A Study on Dominant Mechanism and Analytical Model of Low-Frequency Noise in FD-SOI pTFET,"[""Hyun-Jin Shin"", ""Sunil Babu Eadi"", ""Seong-Hyun Kim"", ""Tae-Gyu Ryu"", ""Yeong-Jin An"", ""Do-Woo Kim"", ""Hi-Deok Lee"", ""Hyuk-Min Kwon""]",IEEE Journal of the Electron Devices Society,2022,1,0,https://ieeexplore.ieee.org/document/9861736/,"[""Department of Electronics Engineering, Chungnam National University, Daejeon, South Korea"", ""Department of Semiconductor Processing Equipment, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea"", ""Department of Semiconductor Design, Semiconductor Convergence Campus of Korea Polytechnics College, Anseong, South Korea""]","[""South Korea""]","The origin of low-frequency noise (LFN) properties and the accuracy of LFN model were demonstrated in a fully depleted silicon-on-insulator p-type tunneling field-effect transistor (pTFET). We demonstrated that the origin of LFN properties in pTFET can be deduced and analyzed via the current fluctuation induced by tunneling in the pTFET operation region. Since the trap sites near the tunneling junction contributed to LFN, pTFET must consider the tunneling junction characteristics and channel transportation influences. The tunneling path was not formed at low|VGS|and the carrier transport in pTFET crossed the energy band by Shockley–Read–Hall (SRH) generation–recombination or the trap-assisted tunneling (TAT) mechanism and not through band-to-band tunneling (BTBT). However, with the increase in|VGS|, the tunneling path was formed and the carriers could flow through the energy band by BTBT. The correlation between the simulated model data and experimental data was examined, confirming that the proposed small-signal model accurately represents noise in pTFETs."
Adaptive Optical Self-Interference Cancellation Using a Semiconductor Optical Amplifier,"[""Matthew P. Chang"", ""Chia-Lo Lee"", ""Ben Wu"", ""Paul R. Prucnal""]",IEEE Photonics Technology Letters,2015,41,0,https://ieeexplore.ieee.org/document/7045446/,"[""Lightwave Communications Laboratory, Princeton University, Princeton, NJ, USA""]","[""United States""]","We experimentally demonstrate an optical system that uses a semiconductor optical amplifier (SOA) to perform adaptive, analog self-interference cancellation for radio-frequency signals. The system subtracts a known interference signal from a corrupted received signal to recover a weak signal of interest. The SOA uses a combination of slow and fast light and cross-gain modulation to perform precise amplitude and phase matching to cancel the interference. The system achieves 38 dB of cancellation across 60-MHz instantaneous bandwidth and 56 dB of narrowband cancellation, limited by noise. The Nelder-Mead simplex algorithm is used to adaptively minimize the interference power through the control of the semiconductor's bias current and input optical power."
Wavelength Switching Speed in Semiconductor Ring Lasers With On-Chip Filtered Optical Feedback,"[""Mulham Khoder"", ""Romain Modeste Nguimdo"", ""Xaveer Leijtens"", ""Jeroen Bolk"", ""Jan Danckaert"", ""Guy Verschaffelt""]",IEEE Photonics Technology Letters,2014,23,0,https://ieeexplore.ieee.org/document/6693703/,"[""Applied Physics Research Group (APHY), Vrije Universiteit Brussel, Brussels, Belgium"", ""COBRA Research Institute, Eindhoven University of Technology, Eindhoven, MB, The Netherlands""]","[""Netherlands"", ""Belgium""]",We experimentally and numerically characterize the wavelength switching speed of a tunable semiconductor ring laser using filtered optical feedback. The feedback is realized employing two arrayed-waveguide gratings to split/recombine light into different wavelength channels. The wavelength tuning and switching is controlled by changing the currents injected in semiconductor optical amplifiers in the feedback section. A wavelength switching speed of a few nanoseconds is achieved. We investigate also the effect of the feedback parameters and noise strength on the wavelength switching speed.
