patent_title,IPC_1,IPC_2,IPC_3,IPC_4,inventor_countries,coords
Protection circuit for insulated-gate field-effect transistors,H02H,,,,"[""US""]","[[""40.5082"", ""-74.7302""]]"
Peak level indicator,G01R,H01L,,,[],"[[null, null]]"
Processor of micro-computer with division of micro-instruction,G06F,,,,[],"[[null, null], [null, null]]"
Integrated semiconductor light-emitting display array,G08B,,,,"[""US""]","[[""38.6613"", ""-90.4424""], [""38.662"", ""-90.5643""]]"
Charge coupled device with electrically settable shift direction,H01L,,,,"[""US""]","[[""33.4151"", ""-111.831""]]"
Diode-integrated thyristor,H01L,,,,[],"[[null, null], [null, null], [null, null]]"
Collector-up semiconductor circuit structure for binary logic,H01L,H03K,,,"[""US""]","[[""37.3362"", ""-121.891""]]"
Ion implanted resistor having controlled temperature coefficient and method,H01L,,,,"[""US""]","[[""37.3362"", ""-121.891""]]"
Two part package for a semiconductor die,H01L,,,,"[""US""]","[[""37.3791"", ""-122.117""], [""37.3362"", ""-121.891""], [""37.3797"", ""-122.137""], [""37.2638"", ""-122.023""], [""37.3229"", ""-122.032""], [""37.3362"", ""-121.891""], [""37.3229"", ""-122.032""]]"
"Air-cooled converter assembly, having heat sinks shaped as isosceles triangles",H01L,,,,[],"[[null, null], [null, null]]"
Semiconductor device having internal junction passsivating insulating layer,H01L,,,,[],"[[null, null], [null, null]]"
Method of tuning a tunable microelectronic LC circuit,H01F,H03H,,,"[""US""]","[[""39.7683"", ""-86.1583""]]"
Method of encapsulating beam lead semiconductor devices,B01J,,,,"[""US""]","[[""40.6179"", ""-75.3787""], [""40.6022"", ""-75.4713""]]"
Method of making plastic sealed cavity molded type semi-conductor devices,H01L,B29C,,,[],"[[null, null], [null, null], [null, null], [null, null]]"
Mounting integrated circuit elements,H05K,,,,[],"[[null, null]]"
Apparatus for thermocompression bonding,B23K,,,,"[""US""]","[[""40.3612"", ""-79.9909""], [""40.6179"", ""-75.3787""]]"
Isolation of passive devices and integration with active devices in optical waveguiding circuits,G02B,,,,"[""US""]","[[""40.7598"", ""-74.4171""]]"
Semiconductor photoelectric generator,H01L,,,,"[""RU""]","[[""55.6026"", ""37.3479""], [""55.6026"", ""37.3479""], [""55.6026"", ""37.3479""], [""55.6026"", ""37.3479""], [""55.6026"", ""37.3479""], [""55.6026"", ""37.3479""], [""55.6026"", ""37.3479""]]"
Method of preparing multi-layer semiconductor hetero-structures on the basis of compounds A.sup.III B.sup.V where A.sup.III is a metal of group three and B.sup.V is a non-metal of group five,H01L,,,,"[""PH"", ""RU""]","[[""14.4804"", ""120.981""], [""56.0176"", ""29.9171""], [""14.4804"", ""120.981""]]"
Process for the production of yellow glowing gallium phosphide diodes,H01L,,,,[],"[[null, null], [null, null]]"
Self-aligned method for integrated circuit manufacture,H01L,,,,"[""US""]","[[""33.4255"", ""-111.94""]]"
Method of diffusing an impurity into semiconductor wafers,H01L,,,,[],"[[null, null], [null, null], [null, null]]"
Enzyme electrode,G01N,,,,"[""US""]","[[""35.7804"", ""-78.6391""], [""29.976"", ""-90.0782""]]"
Method of gas doping of vacuum evaporated epitaxial silicon films,H01L,,,,"[""CA""]","[[""43.2561"", ""-79.8729""], [""43.3249"", ""-79.7967""]]"
Method of making high speed silicon switching diodes,B05D,,,,[],"[[null, null], [null, null], [null, null]]"
Monolithic photoconductive detector array,H01L,,,,"[""US""]","[[""44.9271"", ""-93.4075""], [""44.9405"", ""-93.4639""]]"
Bipolar memory circuit,G11C,,,,"[""US""]","[[""37.3229"", ""-122.032""], [""37.4863"", ""-122.233""]]"
Method and system for sensing charges at distributed points on a charge coupled device,H03K,H01L,G11C,,"[""US""]","[[""32.7763"", ""-96.7969""]]"
Packaging and interconnection for superconductive circuitry,H01L,,,,"[""US""]","[[""41.2043"", ""-73.7271""]]"
Electric thin-film circuit and method for its production,H02B,B05D,H01L,,[],"[[null, null]]"
Multiple magnetoresistance element,H01C,,,,[],"[[null, null], [null, null], [null, null]]"
Magnetoresistive element,H01C,,,,[],"[[null, null], [null, null], [null, null]]"
Semiconductor diode matrix,H01L,,,,"[""RU""]","[[""55.6026"", ""37.3479""], [""55.6026"", ""37.3479""], [""55.6026"", ""37.3479""], [""55.6026"", ""37.3479""]]"
Outer lead bonder,H05K,,,,"[""US""]","[[""40.1226"", ""-75.0635""], [""40.1541"", ""-74.8409""]]"
Combination strip frame for semiconductive device and gate for molding,B32B,,,,"[""US""]","[[""33.4942"", ""-111.926""], [""33.4484"", ""-112.074""]]"
Lead assembly for semiconductive device,H01L,,,,"[""US""]","[[""41.8439"", ""-79.145""], [""41.8439"", ""-79.145""]]"
Method and apparatus involving pulsed electron beam processing of semiconductor devices,H01L,,,,"[""US""]","[[""42.5998"", ""-71.3673""]]"
Method of patterning polysilicon,H01L,,,,"[""US""]","[[""37.3541"", ""-121.955""]]"
LPE technique for reducing edge growth,H01L,,,,"[""US""]","[[""40.6984"", ""-74.4015""], [""40.8539"", ""-74.8292""]]"
Method for fabricating a semiconductor structure,C25D,,,,"[""US""]","[[""37.3688"", ""-122.036""]]"
Electrical insulator materials for use in micro-circuit construction,B05D,B32B,,,[],"[[null, null]]"
Powder compositions of polynary oxides and copper,H01B,B32B,,,"[""US""]","[[""39.7459"", ""-75.5466""]]"
Charge coupled device with plural taps interposed between phased clock,G11C,,,,"[""GB"", ""US""]","[[""39.3542"", ""-85.9667""], [null, null], [""55.8751"", ""-3.10591""], [null, null]]"
Semi-conductor non-volatile optical memory device,G11C,,,,[],"[[null, null], [null, null], [null, null]]"
Field-effect transistor,H01L,,,,[],"[[null, null], [null, null], [null, null]]"
Semiconductor device and case member,H01L,,,,"[""US""]","[[""40.3015"", ""-79.5389""], [""40.3015"", ""-79.5389""]]"
Continuous film transistor fabrication process,B01J,,,,"[""US""]","[[""32.7763"", ""-96.7969""], [""32.8235"", ""-97.1706""], [""32.7763"", ""-96.7969""], [""32.9482"", ""-96.7297""], [""32.7763"", ""-96.7969""]]"
Method of making L.E.D. arrays,H01L,,,,[],"[[null, null]]"
Ceramic to metal seal,B23K,,,,"[""US""]","[[""35.0841"", ""-106.651""], [""35.0841"", ""-106.651""]]"
Ion-implanted self-aligned transistor device including the fabrication method therefor,H01L,,,,"[""US""]","[[""26.8175"", ""-80.0821""], [""33.4151"", ""-111.831""]]"
Method of manufacturing a semiconductor device and device manufactured according to the method,H01L,,,,"[""FR""]","[[""45.1437"", ""5.71927""]]"
Method of manufacturing a gallium phosphide light-emitting device,H01L,,,,[],"[[null, null], [null, null], [null, null]]"
Method of manufacturing a junction field effect transistor,H01L,,,,[],"[[null, null], [null, null]]"
Method of manufacturing a semiconductor device,H01L,,,,"[""US""]","[[""38.9697"", ""-94.7846""]]"
Process and material for semiconductor photomask fabrication,B29C,C23F,C09K,,"[""US""]","[[""42.3096"", ""-71.4413""]]"
Method of treating semiconductor wafers,H01L,,,,[],"[[null, null], [null, null], [null, null], [null, null]]"
Fluorocarbon composition for use in plasma removal of photoresist material from semiconductor devices,C09K,,,,"[""US""]","[[""42.2489"", ""-71.1756""]]"
Superconductive transition metal carbonitride fibers and method for the preparation thereof,H01B,,,,"[""US""]","[[""43.0207"", ""-78.8784""], [""42.9636"", ""-78.8042""], [""42.9768"", ""-78.5931""]]"
Functional package for complex electronic systems with polymer-metal laminates and thermal transposer,H05K,,,,"[""US""]","[[""42.2326"", ""-76.3423""], [""38.9584"", ""-77.358""], [""38.9014"", ""-77.2652""], [""38.9584"", ""-77.358""], [""41.1595"", ""-73.7649""]]"
Parellel-connection of semiconductor systems with an arrangement for preventing thermal instability,H23F,,,,"[""NL""]","[[""51.8475"", ""5.86378""]]"
Monolithic dual mode emitter-detector terminal for optical waveguide transmission lines,H01S,H01L,,,"[""US""]","[[""34.0356"", ""-118.689""]]"
Semiconductor photoelectric device,H01L,,,,[],"[[null, null], [null, null], [null, null]]"
Solar panel mounted blocking diode,H01l,,,,"[""US""]","[[""34.0537"", ""-118.243""], [""33.8037"", ""-118.32""], [""34.285"", ""-118.438""]]"
Semiconductor memory elements,H01L,,,,[],"[[null, null], [null, null]]"
Shell eyelet axial lead header for planar contact semiconductive device,B01J,,,,"[""US""]","[[""33.4255"", ""-111.94""], [""33.4151"", ""-111.831""]]"
Beam lead formation method,B01J,,,,[],"[[null, null]]"
Semi conductor cooling system,F28D,,,,"[""CZ""]","[[""50.0875"", ""14.4213""], [""50.0875"", ""14.4213""], [""50.0875"", ""14.4213""]]"
Method for setting the lifetime of charge carriers in semiconductor bodies,H01L,,,,[],"[[null, null], [null, null], [null, null]]"
Method of producing temperature compensated reference diodes utilizing selective epitaxial growth,H01L,,,,"[""FR""]","[[""48.8535"", ""2.34839""]]"
Fabrication of matched complementary transistors in integrated circuits,H01L,,,,"[""US""]","[[""28.1761"", ""-80.59""]]"
Integrated heater element array and fabrication method,H01L,,,,"[""US""]","[[""41.584"", ""-73.8087""]]"
Process for fabricating a semiconductor device,H05K,,,,[],"[[null, null]]"
Method of operating imagers,H01J,,,,"[""US""]","[[""40.2206"", ""-74.7597""]]"
Charge transfer device signal processing system,H03K,G11C,,,"[""US""]","[[""32.9482"", ""-96.7297""]]"
Binary circuitry including switching elements utilizing superconductive tunneling effects,H03K,,,,"[""CH"", ""US""]","[[""47.2091"", ""8.7017""], [""41.3282"", ""-73.6857""]]"
Cross coupled semiconductor memory cell,H01L,H03K,,,"[""US""]","[[""37.3362"", ""-121.891""]]"
Organic electronic rectifying devices,H01L,,,,"[""US""]","[[""41.1359"", ""-73.8585""], [""41.1923"", ""-73.7974""], [""41.2709"", ""-73.7776""], [""41.1457"", ""-73.8237""]]"
Capacitor structure and circuit facilitating increased frequency stability of integrated circuits,H01L,,,,"[""US""]","[[""33.4151"", ""-111.831""], [""33.4255"", ""-111.94""]]"
Silicon solar cell array,H01L,,,,"[""US""]","[[""43.6156"", ""-84.2472""], [null, null]]"
Semiconductors covered by a polymeric heat resistant relief structure,H01L,,,,[],"[[null, null], [null, null]]"
Constant temperature control for transferred electron devices,H01L,,,,"[""US""]","[[""40.7959"", ""-74.3149""], [""40.7684"", ""-74.1454""]]"
Current-limiting field effect device,H01L,,,,"[""BO"", ""US""]","[[""42.3751"", ""-71.1056""], [""-17.3936"", ""-66.1569""]]"
Semiconductor photoelectron emission device,H01L,,,,[],"[[null, null], [null, null], [null, null]]"
Method of manufacturing semi-conductor devices,B01J,H01L,,,[],"[[null, null]]"
Method and apparatus for making a groove in a semi-conductor element,B24C,,,,"[""CH""]","[[""47.4397"", ""8.2014""], [""47.4345"", ""8.20298""]]"
Method and apparatus for bonding and breaking leads to semiconductors,B23K,,,,"[""US""]","[[""33.427"", ""-117.612""]]"
Method for reducing compositional gradients in mercury cadmium telluride,C22F,,,,"[""US""]","[[""44.9271"", ""-93.4075""], [""44.9405"", ""-93.4639""]]"
Integrated circuit process,H01L,,,,"[""US""]","[[""33.4942"", ""-111.926""]]"
Process for fabricating devices having dielectric isolation utilizing anodic treatment and selective oxidation,H01L,B23P,,,"[""US""]","[[""41.584"", ""-73.8087""], [""41.584"", ""-73.8087""], [""41.5966"", ""-73.9112""]]"
Self-aligning photoresist process for selectively opening tops of mesas in mesa-diode-array structures,H01L,,,,"[""US""]","[[""33.4255"", ""-111.94""]]"
Hot-pressed solid diffusion sources for phosphorus,H01L,,,,"[""US""]","[[""43.2475"", ""-79.0501""], [""43.0207"", ""-78.8784""]]"
Method of forming light emitting diode array with dome geometry,H01L,,,,"[""US""]","[[""37.3791"", ""-122.117""], [""37.3797"", ""-122.137""]]"
Photodiode detector with selective frequency response,H01J,,,,"[""CA""]","[[""45.4279"", ""-75.7111""]]"
Signal transfer system of charge transfer device with charge retaining clocking providing fixed transfer time within variable trigger pulse time period,H03K,G11C,,,[],"[[null, null], [null, null]]"
Phase switching device,H03K,H04N,,,[],"[[null, null]]"
Circuit arrangement suitable for use in a television pick-up tube provided with an anti-comet tail electron gun,H01J,,,,"[""NL""]","[[""51.4393"", ""5.47863""]]"
Heat sink mounting for controlled rectifiers,H01L,,,,"[""US""]","[[""42.9765"", ""-88.109""], [""43.1117"", ""-88.4993""]]"
Sampling circuit,H03G,,,,[],"[[null, null], [null, null]]"
Oscillator circuit,H03B,,,,[],"[[null, null], [null, null]]"
Cold trap for laser diodes,H01L,,,,[],"[[null, null]]"
Self-refreshing random access memory cell,G11C,,,,"[""US""]","[[""29.7589"", ""-95.3677""]]"
Elimination of SCR structure,H01L,,,,"[""US""]","[[""41.5966"", ""-73.9112""], [null, null], [""41.7066"", ""-73.9284""]]"
Fabricating high performance integrated bipolar and complementary field effect transistors,B01J,,,,"[""US""]","[[""41.584"", ""-73.8087""], [""41.584"", ""-73.8087""]]"
Methods for making semiconductor devices,B01J,,,,"[""US""]","[[""40.7323"", ""-74.2349""]]"
Optoelectric transducer,H01L,,,,[],"[[null, null]]"
Process for making a deep power diode by thermal migration of dopant,H01L,,,,"[""US""]","[[""42.8142"", ""-73.9396""], [""42.8142"", ""-73.9396""]]"
Process for making a semiconductor varistor embodying a lamellar structure,H01L,,,,"[""US""]","[[""42.8142"", ""-73.9396""], [""42.8142"", ""-73.9396""]]"
Semiconductor devices having surface state control and method of manufacture,H01L,,,,"[""US""]","[[""42.3632"", ""-71.3607""], [""42.5048"", ""-71.1956""]]"
Making a deep diode varactor by thermal migration,H01L,,,,"[""US""]","[[""42.8142"", ""-73.9396""], [""42.8142"", ""-73.9396""]]"
Method of fabricating an integrated semiconductor transistor structure with epitaxial contact to the buried sub-collector,H01L,,,,"[""US""]","[[""33.4942"", ""-111.926""]]"
Isolated photodiode array,H01L,,,,"[""US""]","[[""28.1065"", ""-80.6372""]]"
Planar diffusion process for manufacturing monolithic integrated circuits,H01L,,,,[],"[[null, null]]"
Method of diffusing silicon slices with dopant at high temperatures,H01L,,,,"[""US""]","[[""40.8068"", ""-74.1854""]]"
Method of forming semiconductor layers by vapor growth,H01L,,,,[],"[[null, null], [null, null], [null, null]]"
Selective etchants for thin film devices,H01L,,,,"[""US""]","[[""37.3791"", ""-122.117""], [""37.452"", ""-122.178""]]"
Recessed metallurgy for dielectric substrates,B32B,,,,"[""US""]","[[""41.584"", ""-73.8087""], [""41.5049"", ""-73.9697""]]"
Dielectrically isolated Schottky Barrier structure and method of forming the same,H01L,B05D,,,"[""US""]","[[""41.584"", ""-73.8087""], [""41.584"", ""-73.8087""]]"
Complementary transistor circuit for carrying out boolean functions,H03K,,,,[],"[[null, null], [null, null]]"
Luminous discharge display device,H04N,H05B,,,[],"[[null, null]]"
In line rectifier assembly,H01L,,,,"[""US""]","[[""41.8103"", ""-87.7804""]]"
Electrical device having anode riser assembly with polymeric film means,H01G,H01L,,,"[""US""]","[[""42.4761"", ""-71.4747""], [""42.0834"", ""-71.0184""]]"
Integrated semiconductor arrangement,H01L,,,,[],"[[null, null], [null, null]]"
Method of manufacturing a semiconductor device having a lead bonded to a surface thereof,B01J,,,,"[""US""]","[[""40.3334"", ""-74.6004""], [""40.2457"", ""-74.846""]]"
Method of attaching semiconductor die to package substrates,B01J,,,,"[""US""]","[[""43.5902"", ""-70.3393""]]"
Thermal switch,F28D,G05D,,,"[""US""]","[[""39.2909"", ""-76.6108""], [""39.0596"", ""-76.648""]]"
Method for doping semiconductors in centrifuge,H01L,,,,[],"[[null, null]]"
Method for making multilayer devices using only a single critical masking step,C23F,,,,"[""US""]","[[""41.1595"", ""-73.7649""], [""41.1613"", ""-73.862""], [""41.3318"", ""-73.7382""]]"
Active matrix and intrinsic photoconductive polymer,C08G,,,,"[""US""]","[[""43.1301"", ""-77.476""]]"
Semiconductor device manufacture,H01L,,,,[],"[[null, null]]"
High power thick film circuit with overlapping lead frame,H01B,,,,"[""US""]","[[""43.035"", ""-87.9225""]]"
Long-wavelength photoemission cathode,H01J,,,,"[""US""]","[[""37.4299"", ""-122.254""]]"
Packaged magnetic domain device having integral bias and switching magnetic field means,H05K,,,,"[""US""]","[[""41.584"", ""-73.8087""], [""41.584"", ""-73.8087""], [""41.5966"", ""-73.9112""], [""41.7066"", ""-73.9284""], [""41.609"", ""-73.6818""], [""41.7066"", ""-73.9284""], [""41.5966"", ""-73.9112""]]"
